event_id,case_id,event_dttm,channel,contact_result
1950,738,2026-03-29 09:19:00,sms,RPC
2841,1073,2026-01-28 18:02:00,sms,No answer
3548,1347,2026-03-31 18:58:00,sms,Promise
5135,1929,2026-03-15 11:43:00,call,Promise
93,36,2026-01-19 13:38:00,call,RPC
3131,1180,2026-01-31 17:47:00,call,No answer
2291,872,2026-02-28 12:09:00,email,Promise
1568,604,2026-03-10 18:53:00,sms,Promise
4098,1552,2026-01-27 13:41:00,call,Promise
5613,2096,2026-01-28 12:14:00,call,No answer
1419,551,2026-02-05 13:03:00,call,No answer
398,155,2026-02-18 15:54:00,sms,No answer
3788,1440,2026-03-02 13:40:00,call,RPC
5634,2104,2026-01-24 11:32:00,call,Wrong number
1066,410,2026-02-17 20:49:00,email,No answer
2443,926,2026-01-20 12:56:00,sms,No answer
1412,548,2026-02-25 09:48:00,sms,Promise
1981,750,2026-01-30 09:40:00,sms,No answer
3027,1134,2026-02-04 13:38:00,email,Promise
4350,1641,2026-01-18 13:52:00,call,Promise
2689,1019,2026-02-13 16:22:00,email,No answer
932,362,2026-02-06 17:21:00,email,Wrong number
1384,539,2026-02-19 14:44:00,call,No answer
251,95,2026-01-26 08:21:00,email,RPC
6107,2292,2026-02-16 20:50:00,call,No answer
6053,2272,2026-02-07 11:29:00,sms,No answer
257,97,2026-03-16 16:45:00,sms,Promise
6672,2486,2026-03-17 18:15:00,call,Promise
6769,2519,2026-02-01 16:55:00,call,Promise
6476,2422,2026-03-12 15:33:00,call,No answer
4670,1759,2026-02-19 16:29:00,sms,No answer
3185,1198,2026-04-02 10:53:00,sms,RPC
638,249,2026-03-20 18:42:00,sms,Wrong number
6463,2419,2026-03-29 18:44:00,call,Wrong number
3970,1500,2026-02-16 20:57:00,call,Promise
5972,2236,2026-04-13 13:26:00,sms,No answer
2893,1092,2026-03-25 15:16:00,call,No answer
6675,2487,2026-04-05 13:26:00,sms,No answer
4009,1517,2026-03-20 14:46:00,sms,RPC
5199,1946,2026-03-10 13:24:00,sms,Promise
869,338,2026-02-03 11:30:00,sms,No answer
4177,1576,2026-02-26 17:43:00,call,RPC
112,42,2026-02-16 09:25:00,sms,RPC
6275,2344,2026-04-02 09:09:00,call,Promise
6266,2341,2026-01-12 16:57:00,call,Promise
2458,930,2026-02-21 10:13:00,sms,Promise
1448,561,2026-01-08 20:03:00,call,RPC
847,330,2026-02-01 13:36:00,sms,Promise
5522,2062,2026-03-07 20:31:00,call,RPC
739,284,2026-03-12 08:52:00,email,Wrong number
5573,2083,2026-02-24 15:04:00,call,RPC
4205,1586,2026-02-09 14:08:00,call,Promise
941,365,2026-02-19 12:28:00,email,RPC
4036,1528,2026-03-25 15:26:00,email,RPC
88,33,2026-02-17 15:13:00,call,Promise
4649,1752,2026-01-22 15:25:00,sms,No answer
6492,2425,2026-01-26 18:54:00,call,RPC
6743,2508,2026-01-18 13:01:00,call,No answer
4491,1701,2026-04-06 14:09:00,sms,Promise
3174,1195,2026-01-20 13:08:00,email,Promise
4332,1633,2026-03-06 16:19:00,email,RPC
6468,2420,2026-01-27 14:10:00,sms,RPC
3140,1183,2026-03-30 13:06:00,sms,RPC
3314,1253,2026-02-06 19:21:00,call,No answer
4364,1646,2026-01-17 20:44:00,call,RPC
338,135,2026-02-17 17:32:00,sms,No answer
3617,1376,2026-01-28 16:05:00,email,Promise
956,370,2026-01-26 09:53:00,sms,RPC
2034,770,2026-03-03 12:18:00,sms,RPC
6949,2596,2026-01-19 15:43:00,sms,Promise
4357,1643,2026-02-02 15:52:00,call,Promise
6339,2371,2026-04-03 12:53:00,sms,Promise
3663,1392,2026-01-16 17:11:00,sms,No answer
4298,1623,2026-02-21 20:42:00,sms,RPC
3857,1462,2026-03-19 17:30:00,call,RPC
3403,1292,2026-02-02 11:22:00,call,RPC
5239,1964,2026-02-23 08:23:00,call,Wrong number
5550,2074,2026-03-02 18:48:00,sms,No answer
448,171,2026-03-10 16:53:00,call,RPC
4200,1584,2026-02-21 09:33:00,sms,No answer
4139,1565,2026-02-24 12:19:00,email,No answer
1348,526,2026-01-22 17:28:00,sms,RPC
4555,1719,2026-04-03 17:29:00,call,Wrong number
5108,1919,2026-03-06 15:19:00,call,No answer
2896,1093,2026-01-19 16:41:00,sms,RPC
6095,2288,2026-02-21 12:32:00,call,RPC
4322,1630,2026-02-24 10:35:00,sms,Promise
737,283,2026-04-06 12:58:00,sms,Promise
2854,1077,2026-03-06 19:08:00,call,Promise
3236,1220,2026-03-22 18:25:00,call,Promise
320,127,2026-04-03 16:13:00,email,No answer
4637,1748,2026-02-15 20:45:00,call,RPC
5297,1984,2026-04-04 08:03:00,call,RPC
615,239,2026-02-01 15:54:00,call,Wrong number
1174,453,2026-02-23 15:45:00,sms,Promise
6711,2494,2026-03-07 12:04:00,call,RPC
5926,2216,2026-03-31 12:25:00,call,No answer
2201,832,2026-03-26 16:28:00,call,RPC
3994,1510,2026-01-27 16:03:00,call,No answer
6596,2461,2026-03-01 20:33:00,call,RPC
6156,2309,2026-02-15 15:23:00,call,No answer
5988,2248,2026-03-29 17:40:00,sms,RPC
5359,2008,2026-01-19 20:32:00,call,RPC
4824,1817,2026-01-26 17:46:00,call,No answer
6459,2416,2026-01-17 13:18:00,sms,Wrong number
612,236,2026-03-22 20:22:00,call,RPC
1286,499,2026-02-04 08:19:00,call,No answer
1034,400,2026-03-06 19:58:00,sms,Promise
3048,1144,2026-01-31 09:09:00,email,Promise
5558,2077,2026-02-01 12:39:00,sms,No answer
2021,766,2026-03-31 15:31:00,sms,No answer
1654,630,2026-02-15 10:02:00,sms,Promise
3981,1504,2026-03-13 17:58:00,call,No answer
984,383,2026-01-14 10:47:00,call,No answer
2041,771,2026-02-24 13:21:00,sms,No answer
1919,727,2026-01-12 16:58:00,call,Wrong number
2654,1004,2026-03-23 10:58:00,call,Promise
5802,2165,2026-04-04 20:01:00,call,No answer
2162,820,2026-03-16 14:48:00,sms,RPC
628,246,2026-03-06 14:42:00,email,No answer
2719,1031,2026-02-15 18:44:00,email,Wrong number
414,158,2026-02-20 18:03:00,call,No answer
3974,1501,2026-03-10 11:36:00,sms,No answer
2682,1017,2026-03-10 16:05:00,sms,Wrong number
4263,1606,2026-01-24 12:11:00,call,No answer
5571,2082,2026-03-26 16:38:00,sms,No answer
6419,2405,2026-01-17 16:46:00,call,Promise
6538,2441,2026-02-04 18:01:00,call,No answer
6116,2295,2026-01-06 18:54:00,email,No answer
2842,1074,2026-01-15 18:06:00,sms,No answer
2308,878,2026-01-15 11:07:00,sms,No answer
5072,1907,2026-02-24 12:52:00,call,No answer
3839,1456,2026-03-23 15:24:00,call,No answer
4745,1785,2026-03-08 12:05:00,sms,No answer
3510,1331,2026-02-05 16:13:00,sms,RPC
812,315,2026-02-28 19:08:00,sms,No answer
1092,418,2026-02-05 10:48:00,email,No answer
2579,979,2026-01-12 16:04:00,call,Promise
1924,728,2026-04-09 19:52:00,call,RPC
1709,646,2026-01-13 13:53:00,call,No answer
3479,1315,2026-03-21 16:50:00,call,Wrong number
2577,979,2026-01-12 17:12:00,call,RPC
5581,2088,2026-01-24 09:10:00,call,Wrong number
58,26,2026-02-27 16:46:00,call,No answer
3246,1223,2026-03-27 15:20:00,call,No answer
3456,1309,2026-01-31 17:29:00,email,No answer
2480,939,2026-02-20 12:57:00,call,RPC
2510,951,2026-02-09 15:17:00,call,Promise
882,344,2026-03-20 18:34:00,sms,Wrong number
2539,961,2026-01-17 09:44:00,call,No answer
2847,1075,2026-01-29 12:15:00,email,Wrong number
219,86,2026-01-20 20:31:00,email,No answer
3803,1446,2026-03-21 11:35:00,call,RPC
4571,1726,2026-01-25 20:16:00,call,Promise
6169,2312,2026-02-24 09:54:00,sms,Promise
4443,1682,2026-03-11 19:36:00,call,Promise
2952,1112,2026-03-30 13:39:00,sms,RPC
3874,1466,2026-02-25 16:33:00,call,RPC
5253,1970,2026-01-29 18:30:00,call,No answer
2366,900,2026-03-09 17:49:00,sms,No answer
686,265,2026-02-24 13:21:00,sms,No answer
3719,1412,2026-01-16 11:59:00,call,Promise
3419,1300,2026-01-18 14:15:00,email,RPC
5440,2034,2026-04-09 15:35:00,call,No answer
755,289,2026-02-22 19:08:00,sms,No answer
2092,790,2026-02-07 14:37:00,call,RPC
5529,2066,2026-01-21 20:25:00,email,Promise
6635,2477,2026-02-10 09:51:00,call,No answer
2393,908,2026-03-05 12:12:00,sms,Wrong number
5790,2162,2026-02-13 10:29:00,call,No answer
5158,1935,2026-04-12 20:46:00,sms,Wrong number
934,362,2026-02-17 14:06:00,sms,RPC
6392,2392,2026-02-12 15:06:00,email,No answer
5161,1937,2026-03-08 08:10:00,call,No answer
5809,2168,2026-01-22 16:53:00,call,No answer
2128,805,2026-04-12 20:25:00,sms,No answer
5428,2031,2026-04-06 12:15:00,call,RPC
2950,1111,2026-03-17 18:33:00,sms,No answer
6598,2462,2026-01-18 16:14:00,sms,No answer
6855,2555,2026-03-22 17:22:00,sms,No answer
1230,477,2026-03-08 14:32:00,call,RPC
20,9,2026-03-02 14:26:00,sms,Promise
4961,1873,2026-01-20 08:59:00,email,RPC
4154,1570,2026-02-19 08:42:00,sms,No answer
4409,1665,2026-03-27 19:36:00,call,RPC
5711,2134,2026-01-25 08:24:00,email,No answer
935,362,2026-02-18 11:41:00,sms,No answer
1984,752,2026-01-12 18:34:00,sms,RPC
575,219,2026-01-15 08:06:00,sms,RPC
6951,2597,2026-02-03 13:56:00,call,RPC
1809,687,2026-04-08 10:02:00,call,Promise
1065,409,2026-02-24 17:16:00,sms,No answer
16,7,2026-01-31 19:16:00,call,RPC
4189,1579,2026-03-14 08:19:00,call,No answer
3506,1329,2026-01-21 17:03:00,call,No answer
6270,2341,2026-01-10 15:17:00,call,No answer
3802,1445,2026-04-11 08:00:00,email,No answer
1389,540,2026-04-14 08:57:00,call,No answer
6675,2487,2026-04-05 15:08:00,sms,No answer
644,252,2026-02-27 08:38:00,call,No answer
1469,568,2026-02-24 12:21:00,email,No answer
3201,1204,2026-01-09 10:10:00,sms,Promise
4598,1738,2026-02-02 16:28:00,call,No answer
3837,1455,2026-03-07 11:21:00,call,Promise
6102,2291,2026-03-30 20:14:00,call,No answer
2874,1081,2026-01-31 20:55:00,email,No answer
899,350,2026-01-21 18:24:00,sms,RPC
5819,2172,2026-01-14 13:08:00,call,No answer
4563,1722,2026-01-14 13:16:00,call,No answer
1290,499,2026-01-24 13:52:00,call,No answer
3838,1456,2026-03-18 19:57:00,sms,No answer
4920,1860,2026-02-21 19:12:00,sms,RPC
4750,1787,2026-02-07 20:35:00,call,No answer
6341,2372,2026-01-22 09:45:00,sms,No answer
6832,2548,2026-01-16 16:11:00,call,Promise
6673,2486,2026-03-14 17:26:00,call,RPC
1107,426,2026-02-24 11:37:00,email,No answer
1407,547,2026-01-05 14:53:00,email,No answer
5268,1975,2026-03-07 19:21:00,sms,No answer
3987,1506,2026-02-27 10:56:00,sms,Promise
341,136,2026-01-29 14:06:00,call,RPC
6218,2324,2026-03-23 19:47:00,email,Wrong number
4448,1684,2026-03-29 12:53:00,email,Wrong number
5352,2004,2026-02-25 15:48:00,call,RPC
3897,1476,2026-02-18 13:46:00,call,Promise
6235,2329,2026-01-23 08:08:00,call,No answer
3012,1129,2026-01-27 15:15:00,email,Wrong number
1405,546,2026-01-19 18:00:00,call,Wrong number
4022,1522,2026-02-11 10:06:00,call,Promise
3986,1505,2026-02-07 17:48:00,call,RPC
1346,524,2026-03-09 17:39:00,call,RPC
792,306,2026-02-21 11:23:00,call,No answer
5974,2237,2026-02-24 10:54:00,call,RPC
472,179,2026-03-02 17:38:00,sms,Promise
2903,1096,2026-01-17 08:29:00,email,Promise
2743,1038,2026-03-01 09:44:00,call,Promise
6299,2352,2026-01-09 12:44:00,sms,No answer
95,37,2026-01-16 18:41:00,call,No answer
4653,1754,2026-03-08 08:20:00,sms,RPC
4374,1650,2026-03-23 12:33:00,call,No answer
6629,2474,2026-01-07 08:54:00,call,No answer
5378,2014,2026-02-02 20:13:00,call,RPC
4691,1769,2026-02-27 18:16:00,call,RPC
5325,1994,2026-01-25 19:59:00,call,No answer
4562,1722,2026-01-12 08:22:00,sms,Promise
6008,2255,2026-03-13 08:47:00,email,RPC
1999,759,2026-03-14 10:19:00,call,No answer
3227,1216,2026-02-06 19:44:00,call,RPC
2255,853,2026-03-12 20:08:00,sms,RPC
1340,521,2026-03-29 20:23:00,call,RPC
4924,1862,2026-02-11 08:35:00,call,RPC
215,84,2026-03-20 13:55:00,sms,Wrong number
380,150,2026-02-25 13:31:00,call,RPC
2712,1027,2026-01-05 16:20:00,call,Promise
3392,1288,2026-02-05 11:34:00,call,RPC
4592,1736,2026-01-16 08:32:00,call,Promise
2008,761,2026-01-20 14:48:00,call,Promise
2154,817,2026-01-30 09:53:00,call,No answer
2694,1021,2026-03-03 08:38:00,call,RPC
769,296,2026-02-19 09:30:00,sms,Promise
3865,1464,2026-04-06 18:44:00,sms,No answer
3162,1191,2026-03-07 08:59:00,call,RPC
5070,1907,2026-02-23 11:20:00,call,Promise
5464,2043,2026-03-22 16:09:00,call,Wrong number
5973,2237,2026-02-18 14:10:00,call,No answer
6714,2494,2026-03-09 08:38:00,call,RPC
2104,795,2026-04-06 20:44:00,call,Promise
3959,1496,2026-03-18 19:08:00,sms,RPC
3813,1448,2026-01-25 13:28:00,call,RPC
5049,1901,2026-03-22 17:36:00,call,RPC
6762,2518,2026-03-30 09:19:00,call,No answer
1559,601,2026-02-23 14:09:00,email,Promise
6307,2357,2026-03-26 15:58:00,email,No answer
4872,1837,2026-03-14 08:40:00,sms,Promise
6134,2302,2026-03-03 11:40:00,call,RPC
4785,1799,2026-02-08 14:36:00,call,RPC
6534,2439,2026-04-02 08:14:00,sms,Promise
434,166,2026-02-19 16:36:00,call,Promise
6063,2275,2026-03-08 08:44:00,call,RPC
717,277,2026-02-21 08:18:00,sms,Wrong number
6139,2303,2026-03-09 20:48:00,email,RPC
421,160,2026-02-06 13:42:00,sms,RPC
4934,1865,2026-02-16 11:52:00,email,No answer
3490,1323,2026-01-22 10:17:00,email,No answer
4718,1776,2026-04-04 11:50:00,sms,RPC
4008,1516,2026-03-16 09:56:00,email,No answer
518,194,2026-03-07 09:04:00,sms,No answer
5960,2230,2026-03-31 16:10:00,email,No answer
1305,506,2026-01-29 11:42:00,sms,RPC
750,287,2026-03-15 12:48:00,call,No answer
4120,1561,2026-02-14 11:34:00,sms,RPC
5202,1947,2026-04-03 14:29:00,sms,RPC
2773,1049,2026-03-11 17:16:00,sms,RPC
404,155,2026-02-17 12:32:00,sms,Promise
4995,1883,2026-03-20 10:57:00,call,RPC
4483,1696,2026-01-23 10:10:00,call,No answer
5649,2110,2026-03-24 11:45:00,call,RPC
4469,1690,2026-02-24 13:58:00,sms,RPC
4157,1571,2026-03-18 14:25:00,sms,RPC
1806,686,2026-03-27 20:21:00,email,No answer
5864,2186,2026-03-01 12:39:00,call,Promise
2139,808,2026-02-20 20:51:00,sms,RPC
1050,404,2026-03-21 09:50:00,call,No answer
4467,1690,2026-03-02 08:41:00,sms,No answer
1672,636,2026-03-30 14:07:00,sms,No answer
6373,2383,2026-01-27 20:24:00,sms,RPC
975,381,2026-03-07 08:46:00,call,Promise
6553,2445,2026-04-14 10:01:00,sms,No answer
5228,1960,2026-04-05 12:10:00,email,No answer
3826,1453,2026-01-22 14:49:00,call,No answer
6433,2409,2026-03-04 09:31:00,call,No answer
852,331,2026-04-05 11:25:00,call,No answer
5674,2118,2026-01-31 09:23:00,sms,RPC
921,355,2026-03-08 13:46:00,email,No answer
425,161,2026-02-22 15:48:00,call,No answer
5316,1993,2026-03-09 12:57:00,call,Wrong number
1303,503,2026-02-04 12:41:00,call,No answer
6533,2439,2026-04-03 17:08:00,sms,Promise
2262,855,2026-01-19 12:30:00,call,No answer
2608,990,2026-04-11 12:46:00,call,No answer
3150,1188,2026-02-10 18:57:00,call,No answer
2553,966,2026-03-16 09:37:00,email,No answer
2942,1108,2026-03-03 15:39:00,call,No answer
4548,1717,2026-01-23 09:22:00,call,Promise
2353,895,2026-03-18 08:24:00,call,No answer
439,168,2026-01-24 09:18:00,call,RPC
3555,1348,2026-03-05 17:30:00,sms,RPC
4261,1606,2026-01-21 13:40:00,sms,RPC
5941,2223,2026-01-28 13:35:00,call,No answer
6636,2477,2026-02-04 16:00:00,sms,RPC
4044,1531,2026-03-14 18:33:00,call,Promise
4903,1853,2026-02-12 13:30:00,sms,RPC
6372,2383,2026-02-03 13:31:00,call,Promise
3777,1435,2026-04-03 12:19:00,sms,Promise
3629,1380,2026-03-28 12:47:00,call,RPC
223,87,2026-03-28 19:15:00,email,No answer
5022,1888,2026-04-04 11:45:00,sms,RPC
6957,2599,2026-02-08 16:01:00,email,No answer
2741,1038,2026-03-01 19:44:00,call,No answer
498,188,2026-01-08 19:36:00,sms,No answer
6737,2504,2026-01-18 18:16:00,call,No answer
4707,1774,2026-04-03 11:03:00,sms,RPC
655,255,2026-01-23 20:32:00,call,Promise
139,52,2026-02-06 17:19:00,call,No answer
6837,2550,2026-03-07 18:33:00,sms,Promise
4393,1659,2026-01-09 20:34:00,call,Promise
5256,1971,2026-02-12 10:58:00,sms,Promise
2898,1094,2026-02-07 16:08:00,call,RPC
4789,1802,2026-04-08 13:00:00,call,Promise
3279,1233,2026-02-24 12:25:00,call,Promise
4358,1644,2026-03-24 18:19:00,email,No answer
3426,1301,2026-02-01 08:14:00,call,No answer
5859,2185,2026-02-28 17:45:00,email,Wrong number
2394,908,2026-02-17 19:40:00,sms,RPC
3192,1202,2026-03-30 08:18:00,call,Wrong number
5426,2029,2026-02-24 08:20:00,call,RPC
6604,2465,2026-04-14 13:22:00,sms,RPC
1486,571,2026-02-04 11:44:00,call,No answer
2735,1036,2026-03-08 13:50:00,sms,No answer
2403,911,2026-03-18 15:44:00,email,No answer
2593,986,2026-03-05 11:27:00,call,Promise
5291,1982,2026-03-02 16:22:00,sms,Promise
2534,959,2026-03-23 17:26:00,call,RPC
5044,1899,2026-02-24 16:17:00,call,RPC
1923,728,2026-04-06 20:10:00,sms,Promise
6126,2299,2026-03-22 17:47:00,sms,No answer
1004,392,2026-01-16 10:49:00,call,RPC
749,286,2026-01-05 17:55:00,email,No answer
5709,2133,2026-01-22 13:33:00,call,Wrong number
3755,1426,2026-02-27 17:33:00,call,No answer
2622,994,2026-02-04 20:22:00,email,No answer
5445,2035,2026-02-13 08:45:00,call,No answer
6225,2325,2026-01-23 14:26:00,sms,Promise
3873,1466,2026-02-26 11:41:00,sms,Promise
2335,888,2026-03-22 11:20:00,call,RPC
3154,1189,2026-03-08 20:23:00,sms,No answer
6280,2347,2026-04-10 20:44:00,sms,Promise
516,193,2026-02-04 10:06:00,call,Promise
5493,2053,2026-03-14 18:20:00,sms,RPC
1756,671,2026-02-09 19:25:00,sms,RPC
5482,2049,2026-02-19 13:25:00,call,Promise
2419,917,2026-01-24 20:04:00,call,No answer
6238,2330,2026-04-04 15:33:00,call,Promise
4600,1738,2026-01-19 19:22:00,sms,No answer
4602,1739,2026-03-02 14:19:00,email,RPC
4416,1670,2026-03-21 15:51:00,call,RPC
4666,1759,2026-02-17 10:54:00,sms,No answer
337,134,2026-02-18 11:29:00,call,No answer
3847,1459,2026-02-02 13:47:00,email,No answer
215,84,2026-03-20 16:48:00,sms,Wrong number
6267,2341,2026-01-12 17:47:00,email,No answer
4564,1722,2026-01-12 09:57:00,email,No answer
2524,957,2026-03-29 16:05:00,email,Wrong number
2030,769,2026-04-03 11:03:00,call,No answer
5517,2060,2026-01-07 17:57:00,call,RPC
5745,2146,2026-02-09 08:41:00,sms,RPC
4538,1714,2026-02-23 18:28:00,call,No answer
1583,607,2026-04-07 08:00:00,sms,RPC
746,285,2026-02-22 09:00:00,call,No answer
5943,2224,2026-03-21 13:55:00,call,No answer
6389,2390,2026-02-14 16:43:00,call,No answer
3673,1394,2026-02-19 11:32:00,email,No answer
2095,792,2026-01-16 09:04:00,call,No answer
3293,1243,2026-01-19 12:17:00,call,Wrong number
1697,642,2026-04-13 10:50:00,call,RPC
878,341,2026-03-24 09:49:00,call,RPC
6051,2272,2026-01-31 20:29:00,email,Promise
4732,1781,2026-01-14 11:05:00,sms,RPC
995,387,2026-03-28 10:50:00,call,RPC
2557,968,2026-03-03 16:23:00,call,Promise
3396,1291,2026-01-24 16:52:00,call,No answer
968,378,2026-03-13 11:26:00,email,Promise
3219,1213,2026-02-18 11:54:00,call,Promise
2964,1115,2026-03-24 19:46:00,call,No answer
6003,2253,2026-02-25 15:39:00,call,No answer
906,351,2026-03-14 14:35:00,sms,No answer
2759,1043,2026-03-25 09:04:00,sms,Promise
2323,884,2026-03-31 16:25:00,call,No answer
5542,2072,2026-03-08 15:53:00,call,No answer
2647,1002,2026-02-18 09:27:00,call,Promise
6703,2493,2026-01-12 13:47:00,call,Promise
5568,2081,2026-01-28 15:48:00,email,No answer
295,114,2026-03-07 19:14:00,call,No answer
6895,2577,2026-03-29 15:11:00,call,No answer
1113,429,2026-03-19 18:05:00,call,RPC
1372,535,2026-04-04 19:40:00,sms,Wrong number
3188,1200,2026-03-07 10:41:00,call,Promise
36,17,2026-03-25 13:36:00,call,RPC
6467,2420,2026-01-27 11:49:00,email,No answer
5943,2224,2026-03-21 15:29:00,call,No answer
4697,1770,2026-02-18 14:05:00,call,Promise
5646,2109,2026-02-09 11:50:00,call,No answer
957,370,2026-02-03 11:16:00,call,No answer
3694,1403,2026-02-19 11:25:00,sms,RPC
5735,2143,2026-01-31 13:36:00,call,No answer
2731,1036,2026-03-09 11:23:00,call,Promise
6462,2418,2026-02-13 13:24:00,call,Promise
3144,1186,2026-03-04 18:55:00,email,Promise
4884,1843,2026-02-09 08:36:00,email,No answer
1211,470,2026-01-25 15:55:00,call,RPC
5548,2074,2026-02-21 20:04:00,call,Promise
2086,789,2026-02-10 12:19:00,sms,Promise
3442,1305,2026-02-22 14:37:00,sms,RPC
3042,1141,2026-02-27 14:53:00,email,Promise
4368,1649,2026-03-04 09:51:00,call,RPC
6754,2514,2026-02-27 12:25:00,sms,Promise
2170,823,2026-03-13 20:36:00,sms,No answer
3917,1484,2026-03-06 11:05:00,sms,RPC
3758,1427,2026-01-15 19:36:00,call,Promise
2411,915,2026-02-18 19:00:00,call,RPC
5190,1942,2026-01-28 15:52:00,call,Promise
5073,1908,2026-02-15 14:05:00,sms,RPC
3603,1369,2026-04-02 17:30:00,call,No answer
168,61,2026-03-07 19:01:00,call,No answer
2806,1061,2026-01-02 10:02:00,call,RPC
2977,1118,2026-03-20 18:16:00,call,No answer
2509,951,2026-02-08 14:15:00,sms,No answer
331,133,2026-03-05 18:58:00,sms,Promise
3218,1213,2026-02-23 20:01:00,call,RPC
4021,1522,2026-02-14 20:50:00,sms,No answer
6484,2424,2026-03-13 10:27:00,sms,RPC
1188,458,2026-03-01 10:24:00,sms,No answer
6721,2497,2026-04-02 15:38:00,call,No answer
1115,429,2026-03-15 11:10:00,sms,No answer
764,292,2026-02-13 14:22:00,sms,RPC
665,257,2026-01-22 13:51:00,call,Promise
1706,645,2026-01-10 20:47:00,sms,No answer
5047,1900,2026-02-28 11:56:00,call,RPC
74,30,2026-02-10 13:39:00,email,No answer
770,296,2026-02-20 15:57:00,sms,Wrong number
6032,2265,2026-03-16 12:52:00,call,No answer
2066,783,2026-03-21 20:29:00,call,No answer
3300,1245,2026-04-04 19:07:00,email,Promise
5756,2151,2026-01-12 12:57:00,sms,Promise
2669,1012,2026-04-12 13:04:00,sms,No answer
3888,1474,2026-01-29 12:52:00,call,No answer
2451,928,2026-01-30 20:31:00,call,No answer
6733,2503,2026-04-05 18:55:00,sms,Promise
3061,1149,2026-02-17 18:07:00,call,RPC
5205,1948,2026-03-02 11:48:00,sms,Wrong number
5346,2003,2026-02-05 18:08:00,sms,RPC
5636,2105,2026-01-22 17:06:00,call,No answer
3316,1253,2026-01-27 13:37:00,call,No answer
424,160,2026-01-21 16:27:00,call,No answer
774,299,2026-01-30 11:47:00,call,RPC
2384,905,2026-03-09 08:54:00,sms,No answer
2065,782,2026-02-01 20:29:00,sms,No answer
1403,546,2026-01-20 17:16:00,email,Promise
5465,2043,2026-03-10 17:07:00,call,Wrong number
6451,2413,2026-03-06 18:05:00,call,Promise
4518,1708,2026-01-25 11:49:00,call,No answer
4069,1539,2026-02-24 08:55:00,sms,No answer
5731,2140,2026-01-17 12:32:00,sms,No answer
3642,1385,2026-03-20 15:23:00,call,Promise
6778,2523,2026-03-13 08:17:00,sms,No answer
3866,1464,2026-04-11 15:08:00,sms,No answer
5466,2044,2026-03-05 15:06:00,call,No answer
4927,1863,2026-01-21 11:31:00,sms,RPC
6044,2269,2026-01-22 19:42:00,call,RPC
1569,605,2026-03-28 20:42:00,call,RPC
6723,2498,2026-01-12 11:51:00,call,RPC
2786,1052,2026-03-06 20:44:00,sms,No answer
6415,2404,2026-01-22 08:02:00,call,RPC
4108,1556,2026-02-07 08:54:00,email,No answer
1876,712,2026-04-05 19:13:00,call,No answer
216,85,2026-03-25 18:50:00,call,RPC
6745,2510,2026-01-21 18:41:00,call,RPC
5,2,2026-02-28 18:39:00,email,RPC
4635,1748,2026-02-06 14:09:00,call,RPC
171,62,2026-04-16 12:18:00,call,No answer
6332,2368,2026-02-02 11:19:00,sms,RPC
1833,696,2026-02-07 14:05:00,call,RPC
1631,626,2026-01-20 16:35:00,sms,RPC
5527,2065,2026-03-28 15:46:00,sms,No answer
3928,1487,2026-01-21 08:11:00,sms,No answer
4123,1561,2026-02-19 15:42:00,email,Promise
2521,955,2026-02-07 14:15:00,call,RPC
833,323,2026-02-20 08:05:00,call,Wrong number
6766,2518,2026-03-21 19:56:00,call,RPC
4891,1847,2026-02-16 12:08:00,email,No answer
1892,717,2026-03-07 12:15:00,call,Wrong number
2904,1096,2026-01-03 20:59:00,call,RPC
6128,2300,2026-02-16 18:41:00,call,Wrong number
1530,587,2026-01-10 08:51:00,sms,Promise
6173,2313,2026-03-27 18:56:00,call,No answer
5418,2028,2026-03-10 13:08:00,call,No answer
5902,2207,2026-02-26 12:29:00,sms,Wrong number
3360,1274,2026-02-23 10:39:00,call,RPC
248,95,2026-01-24 09:41:00,call,RPC
2157,817,2026-01-28 10:41:00,call,No answer
1617,622,2026-01-18 08:07:00,call,No answer
5957,2229,2026-02-24 12:26:00,call,No answer
4599,1738,2026-01-30 09:29:00,sms,No answer
2400,910,2026-01-12 08:23:00,call,RPC
3920,1486,2026-01-28 11:19:00,call,Promise
3080,1156,2026-02-26 16:49:00,sms,No answer
5611,2096,2026-02-03 20:34:00,sms,RPC
3705,1406,2026-02-11 17:35:00,call,Promise
6209,2322,2026-04-15 12:23:00,email,Promise
2079,788,2026-02-21 15:54:00,sms,No answer
1267,489,2026-02-03 16:37:00,sms,Promise
1401,545,2026-01-28 20:56:00,sms,RPC
6049,2270,2026-03-26 14:23:00,sms,Promise
1213,470,2026-01-13 18:47:00,sms,No answer
5533,2069,2026-02-20 08:52:00,call,No answer
3129,1179,2026-01-19 17:19:00,sms,No answer
6940,2592,2026-03-17 08:37:00,call,Promise
3844,1457,2026-02-02 10:51:00,call,Wrong number
6304,2356,2026-02-07 09:00:00,call,No answer
6364,2382,2026-02-21 16:35:00,sms,RPC
834,323,2026-02-24 19:54:00,call,RPC
462,177,2026-01-16 08:14:00,email,No answer
1785,680,2026-03-31 16:34:00,call,Promise
2653,1004,2026-03-16 13:58:00,email,RPC
2552,965,2026-03-02 10:33:00,call,Wrong number
440,168,2026-01-30 16:45:00,call,No answer
1177,454,2026-01-18 19:20:00,sms,Promise
5739,2144,2026-01-11 18:24:00,sms,RPC
2658,1007,2026-03-04 15:53:00,sms,No answer
